text,happy,
playing singstar without my fave duetter,0,
"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",1,
" That`s just weird... :\  Oh, and what was it you were drawing for me?",0,
Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,1,
"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",0,
"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",1,
"My Street Fighter IV skills are lacking, can`t beat Seth on easy.",0,
 FIL 461 with cool people like me,1,
Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,1,
 i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,0,
my son got stung by a bug for the first time  his little finger is slightly swollen.,0,
 it was hours ago i came in.... and it`s only now i realised when i went to buy something online,0,
 oh just referring to our lil exchange on LJ with regards to twitter archive postings.,0,
Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,0,
Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,1,
Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,0,
I`m missing crab legs and attending my going away instead!,0,
Hicks are mean!,0,
"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",0,
"back soon, need to run to the shops and cut the grass",0,
I`m up. I have a plan to transform my bedroom today. Random.,0,
"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",0,
 thats another sponsor,0,
" And most of us are going to be stuck in an office, some without windows",0,
 No it`s not sad. Should make you proud,0,
"   Sorry, we`ll try to keep it down.",0,
is home alone.. Doing hw,0,
"According to , a quarter of families under six live in poverty.",0,
the plan to not spend money is not going well,0,
uploading all my bamboozle pictures of facebook,0,
 congratulations ! you guys finish a month early than we do. booo,1,
" actually, I wish I was back in Tahoe.  I miss it there.",0,
"Woke Up,I Wanna Stay In My bed",0,
 but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,0,
" It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",0,
_Marie Wish I could make it too!!! I hate my commute sometimes,0,
workin a long day today... hopefully i can make some good tips,1,
 but it all went too quick and there wasn`t a chance lol,0,
Hates headaches! Maybe I`m not ready to rock,0,
 Thanks for the support,1,
there`s really no android twitter app of Tweetie`s calibre,0,
"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",1,
Nyappy mother`s day to your mom`s.,1,
yeah.... and im gonna take ur picture off my ipod baby..,0,
 traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,0,
 lol same here....wish there was a way to microsize everything...lol,0,
" 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",0,
"_Libertine um, glad you enjoyed it...",1,
About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,0,
 im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,0,
 He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,0,
I miss her alot and its only been one day,0,
 sounds like you all had a great night . i`m glad it was successful,1,
 Thanks for sharing that,1,
 you should say mlia instead of fml  i hope you find it soon,1,
"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",1,
 nah jkin he`s hot! so... bored now,0,
Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,1,
 yes i have read them many times.,0,
 Cuz you play a grown up on Twitter?,0,
i am living in ignorance  :@,0,
 nope... it is telling you that you want cameo creams,0,
 AWWWW  we`re gonna miss you!,0,
 WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,1,
"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock is that!",0,
today was a lovely day! I had fun with  and  this evening!,1,
 Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,0,
"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",0,
 it was amazing,1,
@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,0,
I`m sick and sad .... missing out on Martini Lounge tonight,0,
Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,0,
Really wishes he had some spare cash to buy the new Punch Out for Wii,0,
"Aw, not going to Toronto anymore.",0,
 So sorry to hear about your mom! that really sucks,0,
 I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,1,
Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,0,
I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,0,
 sweet dreams,1,
 hay wats ur AIM? we should chat,0,
. Okay kool... I might be touring all summer long but we can make it happen!,0,
IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,0,
"Time to watch OP, then some Dead Like Me, then sleep.",0,
Having dinner with my grandma since I couldn`t be with my mum.,0,
 haha thanks  its for history and its on how the invention of television has influence america lol,1,
 yea so wassup,0,
"Stupid jobs, idk what to do.",0,
Shopped til i dropped....come bac sunshine i miss u,0,
" Like your pics, Lucky Girl, again",1,
 Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,0,
Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.,0,
Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,1,
" there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",0,
 Yes! Join us! All we require is a cupcake donation...,0,
i have such a hard time talking to new people -  I am pretty sure I didn`t make a good impression.....,0,
_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,0,
 Can`t access your site!,0,
And the Sun is shinning.........at last,1,
"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",0,
 nup no cd either.. just a whole bunch of zeros and ones you can have for free,0,
My graduation day... And i feel like a failure...,0,
ops   that lol wasnt supposed to got to twitter,0,
"I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",0,
 What are u going to do today my girl?,0,
why doesnt he want me anymore,0,
bad hair day,0,
.....headache,0,
sorry guys i didn`t sign in for a while  sorry every1,0,
" I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays",0,
mozart`s requiem!,0,
" i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style",0,
_a_michael Hey! thanks for another great day! I`m going to sleep now! I`ll chat with you tomorrow!  Sweet dreams!,1,
" I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",0,
" OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies",0,
 no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYOU.,0,
" http://twitpic.com/4v0vr - cool! you and your mother have awesome hair styles,! Wish her a happy mother`s day!",1,
happy mother`s day mothers.,1,
<---My expression watching this again: http://tinyurl.com/eqbwe,0,
Stupid bipolar weather ruined my day off,0,
 I didn`t want to tell you but I think it`s your body odour,0,
 nice beta for easports still no news on the online for madden,0,
 thats pretty bad quality and probably the worst pic u posted till date,0,
I missed your calls,0,
 Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,0,
just came back from karaoke & eating dinner with emily. it was sooooo much fun,1,
 Discrimination is not a bad thing. I`ve learned to say no. My children would say I mastered that years ago,1,
 sure i can talk....the fabulous **** part though is out  sorry dear,0,
" did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though",0,
Just got back from working out. I`m feeling pretty good. work at 4:30,1,
Ahhh My Satz blend didn`t save,0,
" So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!",1,
DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,1,
My ear are popping.,0,
working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,0,
 I submitted my resume the same day and saw no answer back. Oh well...,0,
Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,0,
I love when ryans a housewife. Makes me smile.,1,
Sooo.....I`m kinda o sick n tired of the bs that guys dish out  !!!!!!!!,0,
 boo... i was hoping for a fake alien story with a tinfoil covered beachball photo,0,
 hey Phillll! Wazzuppppp?!,0,
missed out on westcott micro apollo too,0,
 .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..,1,
"finally gone to the beach, yeaaaah!",1,
_ranjan Did I ever mention what a nice and awesome dude you are?,1,
"last weekday of doing nothing, school starts next week!!!",0,
 Hello Gorgeous GIRL! Nice new pic!  HOw are you today,1,
Ok that **** duet was hysterical LOL,1,
"ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours",0,
michelle is a hot mama with chichis grande,0,
" either way, you always tend to make my #followfriday list, sweetie - you do rock that much",1,
 no one I know likes boiled peanuts t.,0,
"watched 100th episode of numb3rs. loved how they did a throwback to the first episode, using the sprinkler theory",1,
I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,0,
 Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,0,
